product_id,feature
category_3_product_1,bluetooth earphone with 10mm drivers
category_3_product_1,up to 60 hours nonstop playback
category_3_product_1,typec charging
category_3_product_1,asap charge
category_3_product_2,wireless earphone with 40h playback
category_3_product_2,asap charge
category_3_product_2,dual pairing
category_3_product_2,enx technology
category_3_product_2,beast mode
category_3_product_3,wireless earphone with 40h playback
category_3_product_3,asap charge
category_3_product_3,beast mode
category_3_product_3,enx technology
category_3_product_4,wireless earphone with nonstop music upto 60 hours
category_3_product_4,asap charge
category_3_product_4,ipx5 water resistance
category_3_product_5,wireless earphone with 100h playback
category_3_product_5,asap charge
category_3_product_5,beast mode
category_3_product_5,active noise cancellation
category_3_product_6,wireless bluetooth neckband with up to 20 hours playback
category_3_product_6,beast mode
category_3_product_6,enx technology
category_3_product_7,wireless earphone with 30 hours playback
category_3_product_7,beast mode
category_3_product_7,10mm drivers
category_3_product_7,dual pairing with bt v52
category_3_product_8,bluetooth earbuds with upto 30 hours playback
category_3_product_8,enx technology
category_3_product_8,asap charge
category_3_product_9,bluetooth earphone with 10mm drivers
category_3_product_9,upto 30 hour playback
category_3_product_9,lightweight magnetic earbuds
category_3_product_10,wireless bluetooth neckband with 10mm dynamic drivers
category_3_product_10,up to 60 hours of playback
category_3_product_10,enx technology
category_3_product_11,wireless bluetooth earphones with 30 hours playback
category_3_product_11,10mm drivers
category_3_product_11,enx technology
category_3_product_11,beast mode
category_3_product_12,wireless neckband with 50 hours playback
category_3_product_12,spatial audio
category_3_product_12,ai enx tech
category_3_product_12,dual eqs  beast mode
category_3_product_13,wireless earphones with 10 mm drivers
category_3_product_13,single press voice assistant
category_3_product_13,up to 20 hours uninterrupted
category_3_product_13,enx technology
category_3_product_14,wireless neckband with 150 hours playback
category_3_product_14,ai enx tech
category_3_product_14,dual eqs  beast mode
category_3_product_15,wireless neckband earphones with crystal bionic sound powered by hifi dsp
category_3_product_15,10mm drivers
category_3_product_15,upto 150 hours playback
category_3_product_15,asap charge
category_3_product_15,enx technology
category_3_product_16,wireless neckband with 50 hours playback
category_3_product_16,spatial audio
category_3_product_16,ai enx tech
category_3_product_16,dual eqs  beast mode
category_3_product_17,wireless neckband with beast mode
category_3_product_17,crystal bionic sound powered by hifi dsp5
category_3_product_17,ai enx technology
category_3_product_18,wireless earphone with 15 hours playback
category_3_product_18,asap charge
category_3_product_18,148mm drivers
category_3_product_18,bluetooth v53
category_3_product_18,enx tech perfect for outdoor sports
category_3_product_19,wireless neckband with beast mode
category_3_product_19,enx tech
category_3_product_19,dual pairing  20h playback
category_3_product_20,wireless neckband with beast mode
category_3_product_20,40h playback
category_3_product_20,enx tech
category_3_product_20,dual pairing
category_3_product_21,wireless  bluetooth neckband with up to 20 hours playback
category_3_product_21,beast mode
category_3_product_21,enx technology
category_3_product_22,bluetooth earphone with upto 30 hours nonstop audio bliss
category_3_product_22,peerless metallic control panel
category_3_product_23,wireless neckband with beast mode
category_3_product_23,enx tech
category_3_product_23,dual pairing  20h playback
category_3_product_24,wireless bluetooth earphones with spatial bionic sound tuned by thx
category_3_product_24,10mm drivers
category_3_product_24,25hrs of nonstop playback
category_3_product_25,wireless neckband with enx tech
category_3_product_25,40h playback
category_3_product_25,beast mode
category_3_product_25,dual pairing
category_3_product_26,wireless headphone with 30db active noise cancellation
category_3_product_26,cinematic spatial audio
category_3_product_26,seamless fast pairing
category_3_product_27,wireless bluetooth neckband with 12mm2 drivers
category_3_product_27,upto 25hrs playback
category_3_product_27,beast mode  enx technology
category_3_product_28,wireless bluetooth earphone with insta wake n pair
category_3_product_28,quad mics with enx technology  asap charge
category_3_product_29,wireless neckband with 150 hours playback
category_3_product_29,ai enx tech
category_3_product_29,dual eqs  beast mode
category_3_product_30,wireless earphone with 60h playback
category_3_product_30,asap charge
category_3_product_30,beast mode
category_3_product_30,enx technology
category_3_product_31,wireless earphone with 30h playback
category_3_product_31,asap charge
category_3_product_31,dual pairing
category_3_product_31,enx technology
category_3_product_31,beast mode
category_3_product_32,wired headphone with 40mm drivers
category_3_product_32,5w power output
category_3_product_32,15m cable length
category_3_product_32,usb plug  play
category_3_product_33,wireless neckband with 50 hours playback
category_3_product_33,beast mode
category_3_product_33,asap charge
category_3_product_33,ai enx technology
category_3_product_34,wireless neckband with 40h playback
category_3_product_34,asap charge
category_3_product_34,dual pairing
category_3_product_34,enx technology
category_3_product_35,wireless neckband with 80h playback
category_3_product_35,dual pairing
category_3_product_35,beast mode
category_3_product_35,enx technology
category_3_product_36,wireless neckband with 30 hours playback
category_3_product_36,asap charge
category_3_product_36,beast mode
category_3_product_36,enx technology
category_3_product_36,spatial bionic sound
category_3_product_37,wireless earphone with dolby audio
category_3_product_37,hybrid anc of 42 db
category_3_product_37,adaptive eq modes
category_3_product_38,wireless earphone with 30h playback
category_3_product_38,10mm dynamic graphene drivers
category_3_product_38,enx technology
category_3_product_38,beast mode
category_3_product_39,wireless earphone with 30hrs large playback
category_3_product_39,beast mode
category_3_product_39,enx technology
category_3_product_39,quick switch button
category_3_product_40,wireless neckband with enx technology
category_3_product_40,10mm drivers
category_3_product_40,beast mode
category_3_product_40,asap charge
category_3_product_40,dual pairing feature
category_3_product_41,bluetooth wireless neckband with 60hrs playback
category_3_product_41,multiple eq modes
category_3_product_41,boat signature sound
category_3_product_41,asap charge
category_3_product_41,enx technology
category_3_product_42,wireless neckband with spatial bionic sound powered by dirac
category_3_product_42,beast mode
category_3_product_42,seamless touch controls
category_3_product_42,30 hours playback time
category_3_product_43,wireless bluetooth neckband with enx technology
category_3_product_43,playback for 30 hours nonstop
category_3_product_43,beast mode
category_3_product_43,bluetooth v52
category_3_product_46,wireless neckband with 40h playback  asap charge
category_3_product_47,wireless earphone with 30 hours playback
category_3_product_47,asap charging with dual pairing
category_3_product_47,bluetooth v50
category_3_product_48,best neckband with 13mm drivers
category_3_product_48,dirac opteo
category_3_product_48,active noise cancelling and enx technology
category_3_product_48,24 hours playtime
category_3_product_49,bluetooth neckband with 13mm drivers
category_3_product_49,dirac opteotm
category_3_product_49,active noise cancelling and enx technology
category_3_product_49,20 hours playtime
category_3_product_50,wireless earphone with 30 hours playback
category_3_product_50,asap charging with dual pairing
category_3_product_50,bluetooth v50
category_3_product_52,wired headphone with 40mm drivers
category_3_product_52,passive noise isolation  builtin mic
category_3_product_52,deep bass
category_3_product_53,wireless bluetooth earphone with insta wake  pair
category_3_product_53,beast mode for gamers  asap charge
category_3_product_54,wireless earphone made in india with 10mm driver
category_3_product_54,fast charge technology  one press voice assistant
category_3_product_55,wireless earphone with 10mm driver in both ears
category_3_product_55,upto 20hrs playback
category_3_product_55,beast mode with 3d spatial sound
category_3_product_55,boat signature sound
category_3_product_56,bluetooth earphone with upto 30 hours uninterrupted music
category_3_product_56,asap charging with dual pairing
category_3_product_58,wireless earphones with 8 hours playback
category_3_product_58,10mm drivers
category_3_product_58,bluetooth v50
category_3_product_61,wireless neckband with 8mm dynamic drivers
category_3_product_61,15h playback
category_3_product_61,builtin microphone
category_3_product_61,magnetic earbuds
category_3_product_62,equipped with 10mm drivers
category_3_product_62,6h nonstop playback
category_3_product_62,fast charging
category_3_product_62,cvc noise cancellation
category_3_product_63,bluetooth stereo wireless earphone with up to 8 hours of uninterrupted music
category_3_product_63,fast charging
category_3_product_63,ipx5 sweat and water resistance
category_3_product_64,equipped with 10mm drivers
category_3_product_64,limited edition kkr design
category_3_product_64,6h nonstop playback
category_3_product_64,110mah battery
category_3_product_66,wireless neckband with 15h playback
category_3_product_66,10mm drivers
category_3_product_66,bluetooth v50
category_3_product_66,ipx4 waterresistant
category_3_product_67,equipped with 10mm titanium drivers
category_3_product_67,15h nonstop playback
category_3_product_67,fast charging
category_3_product_67,magnetic earbuds
category_3_product_68,wireless neckband with bluetooth v50
category_3_product_68,15h playback
category_3_product_68,ipx4 waterresistant
category_3_product_68,10mm drivers
category_3_product_69,true hd neckband with 10mm dynamic driver
category_3_product_69,bluetooth 41
category_3_product_69,upto 6 hours playback
category_3_product_69,110mah battery
category_3_product_70,wireless neckband with 10mm drivers
category_3_product_70,upto 8h uninterrupted music
category_3_product_70,ergonomic and comfortable
category_3_product_71,bluetooth stereo wireless earphone with up to 8 hours of uninterrupted music
category_3_product_71,fast charging
category_3_product_71,ipx5 sweat and water resistance
category_3_product_72,wireless neckband with 8h playback
category_3_product_72,ipx5 water resistance
category_3_product_72,cvc technology
category_3_product_72,fast charging
category_3_product_73,wireless bluetooth earphone with 12mm dynamic audio drivers
category_3_product_73,up to 8 hours of uninterrupted music
category_3_product_73,fast charging
category_3_product_75,wireless neckband earphone with 11mm premium drivers
category_3_product_75,uninterrupted music upto 8 hours
category_3_product_75,ipx7 water resistance
category_3_product_76,bluetooth wireless earphone with 10 mm dynamic drivers
category_3_product_76,uninterrupted music upto 6 hours
category_3_product_76,ipx5 sweat  water resistance
category_3_product_76,cvc noise cancellation
category_3_product_77,wired earphones with 40mm drivers
category_3_product_77,compact  foldable
category_3_product_77,inline microphone
category_3_product_77,super bass
